comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id
062,hornanatomy,1,none noted,"Bag A has many forms with initial k-/kh-/q- and a strong -au/-aw/-ou rhyme, often with open or nasal vowel endings, and some with p-/m-/ŋ- onsets. Bag B, by contrast, has highly variable initial consonants and forms (e.g., t-, s-, ʔ-, v-, h-, k-, tari-, sifa-, uruŋ, hoago), and lacks the recurring strong -au/-aw/-ou theme of Bag A. There is little to no overlap in segmental skeleton or recurring roots, suggesting no promising shape-based cognacy.",22,21,0
063,all,1,none noted,"There are no clear and recurrent consonant-vowel skeletons or segmental patterns shared widely across both bags. While some forms in bag_a feature repeated CVN syllables (e.g., taŋ, mot), similar patterns are not echoed with corresponding segments or structure in bag_b; surface similarities (such as 'taŋ' vs. 'kaavaŋvaŋ' or 'laŋun') appear accidental and not systematic nor widespread. Overall, the two bags look unrelated on phonological shape alone.",40,80,0
064,swim,2,"Some shared vowel sequences like 'wai', 'ai', and forms ending in -m/-n and -ŋ, a handful of CVV syllable shapes and nasal-final elements, but no consistent or widespread segmental patterns across both bags. Bag B shows recurring -ŋuy/-ŋoy/-ŋui/-ŋuj forms, but this shape is rare in Bag A.","Although both bags contain some CVV, vowel-rich forms, and occasional nasals (such as 'nam', 'nam', 'ŋam', 'ŋuy', 'ngoy'), the most frequent patterns in bag B (e.g., -ŋuy, -ŋoy, -aŋoy) are not robustly mirrored in bag A. Most similar shapes are isolated or superficial, lacking pervasive, regular, or systematic shape correspondences necessary for a higher generosity score.",40,80,0
065,cloud,2,"Limited overlap in CV or CVCV roots; some surface similarity in forms with initial m-, l-, or p-/b- and reduplicated or echoed patterns (e.g., muk-/mukm-, lul-/lol-), but these occur in different contexts and do not show systematic recurring correspondences.","While both sets show extensive internal repetition of syllable structures (such as CV, CVC, reduplication, and common onsets like m-, l-, p-/b-), the correspondences mostly appear unsystematic and isolated. There is no robust evidence for recurring shared word shapes across the two bags, except for vague resemblances in a few items. Overall, hypothetical cognacy on shape alone is weak.",28,80,0
066,breast,1,none noted,"Bag B shows extensive reduplicated CV.CV forms such as 'susu', 'dudu', 'titi', 'bubu', and so on, which are extremely widespread across its items. Bag A, however, does not show any clear reduplicated CV.CV forms, instead favoring more complex syllabic shapes and a wide diversity of onsets and finals (e.g., 'tju', 'tsɛ', 'nom', 'nɔŋ'). There are no consistent or recurring segmental patterns common to both bags to suggest hypothetical cognacy.",23,80,0
067,green,2,"Possible weak similarity in forms involving /lVk/ (e.g., 'lok', 'lɔk', 'ljok' in bag_a; 'laluwaluwas', 'lamuot', 'liluwaluwas' in bag_b), and some instances of nasal+V+C (e.g., 'mlunu', 'mlɨnno', 'memeña' in bag_b; potential echoes in 'mjaŋ', 'kjaŋ' from bag_a). Some bag_b items ('hijau', 'jau') and bag_a ('jau', 'jaːu') show isolated possible resemblance but without systematic sound patterns.","Both bags are highly diverse and mostly lack recurring, systematic segmental patterns across the sets. The only weak points of resemblance are some /lVk/ forms and possible echoes of j/jaːu shapes; however, these are isolated and not supported by widespread consistent matches in phonological skeletons. Overall, only marginal plausibility for hypothetical cognacy based on observed segmental shapes.",32,80,0
068,foot,1,none noted,"The forms in bag_a and bag_b do not share any clear, recurring consonant-vowel skeletons or segmental patterns. Though both bags feature some repeated segments internally (such as 'tin' and 'tongotra'), there is no apparent overlap or systematic similarity in shape between the groups. No promising patterns suggest hypothetical cognacy on shape alone.",27,18,0
069,walk,2,"Some overlap in CVCV or CVCVCV word shapes; possible m-l-k, p-j, a-m, d-v/k clusters, and general presence of nasal or liquid sequences, but no consistent correspondences or widespread, distinctive stem-shape matches across both bags.","Both bags feature polysyllabic forms rich in nasals, liquids, and labial or velar consonants, with some instances of CVCV and CVCVCV templates recurring. However, there are no clear, repeated stem patterns (such as a stable set of corresponding consonants and vowels) across a significant number of forms in both bags. The superficial similarities in phoneme classes (nasals, laterals, vowels) are plausible but too common cross-linguistically to suggest strong hypothetical cognacy on shape alone.",33,80,0
070,knowsomething,2,"Weak overlap: occasional CVu/aŋ- and CVu- forms, loose similarity in nasal final and liquid onset items, but no robust, widespread recurring shapes across both bags.","Bag A exhibits several forms with k/h/j- initial plus -au/-u/-o vowels, and bag B has diverse forms, some featuring CVu and nasal finals (e.g. kona, peleŋ, loŋ), but these are not strong or consistent matches. Overall, the diversity and lack of structured recurring shapes across both sets suggest only weak hypothetical cognacy on shape alone.",24,80,0
071,ash,2,"Some overlap in sequences with bilabial+vowel (pu, bu, vu, abu, avu, vu) and low front/back vowels. Bag A has many forms with -aw/-au, -uk/-up, or -u finals, while Bag B has many with -bu, -vu, -fu, and -bo, though correspondences are not consistent and overlap is partial. There is no widely recurring multisyllabic or consonantal shape shared.","Both bags present frequent VCV shapes with labial onsets and nuclei such as 'vu', 'bu', 'pu', 'au', and -u endings, suggesting a basic phonotactic affinity. However, deeper shared templates or widespread systematic correspondences across longer forms are limited. The similarity appears to be mainly in simple syllables and frequent use of labial+vowel roots, which may or may not be significant for hypothetical cognacy.",33,80,0
072,rainprecipitation,1,none noted,"Bag A strongly features forms with -Vn or -Vn̪ finals and initial labials or glides (fun, fen, wun, etc.), often with short CVC shapes. Bag B, in contrast, shows a predominance of more complex and variable forms with many containing medial liquids or -al/-an/-am/-ar/-as endings, and more polysyllabic structures. There is little overlap in segmental patterns or strong recurring phonological skeletons to suggest hypothetical cognacy.",37,80,0
073,go,1,none noted,"Bag A overwhelmingly features short forms with an initial p- (or occasionally k-) followed by a front vowel plus glide (e.g., pai, paj, pɜi). Bag B contains primarily disyllabic forms with varied initial consonants (m-, n-, l-, h-, z-, etc.) and different vowel/consonant structures, and does not display any notable recurrence of the pVj/pai shape present in Bag A. No consistent phonological templates or correspondences are shared across both bags.",18,65,0
074,bark,1,none noted,"The two bags have very distinct phonological patterns. Bag A is dominated by forms with syllables like 'mai', 'pi', 'naŋ', and many forms include nasal codas, palatal glides, or diphthongs, while Bag B is dominated by forms with clusters like 'kazo', 'kazo', 'kazo', 'kiri', and 'hoditra', many with polysyllabic and complex consonant clusters not mirrored in Bag A. There are no obviously recurring shared skeletons widespread across both bags.",40,80,0
075,meat,2,"Some overlap in nasal-initial and nV(V)(n) shapes (e.g., 'nan', 'na:n', 'nə:', 'nafnahi', 'naminiye', 'manu-na', 'nena'), but the forms in bag_a are predominantly very short (lots of nV, nVn types), while bag_b shows mostly longer shapes and frequent NA- or NA...NA- patterns.","The nV or nVn pattern recurs prominently in bag_a, and there are a few items in bag_b with similar nasally-initial syllables or strings containing 'na', 'ne', 'ni', 'nu', or 'no' elements. However, most of bag_b's forms are substantially longer or structurally different, suggesting only a minimal hypothetical resemblance based on shape.",18,71,0
076,chest,2,"Some possible overlap in CV(C) syllable shapes (e.g., tak, pak/pak-, po-), but no consistent consonant or vowel skeletons recur widely across both sets; most forms differ considerably in onsets, codas, and overall structure.","While both bags display basic CV and CVC structures, there are no clear segmental patterns or root shapes regularly shared across both sets. Any accidents of shape (e.g., tak vs. taba) are isolated and not widely echoed elsewhere in either bag, making widespread hypothetical cognacy on form alone unconvincing.",24,15,0
077,rope,2,"Some overlap in initial and medial 'la', 'sa', 'ka', 'ta', and final 'k'/'ʔ'/'s'. A handful of forms show possible similarity in shapes like 'sa:k' vs 'sa'ís'/'sulók', 'la:k' vs 'laetse', and recurrent 'wa', 'ka', 'ta' onsets in both sets, but correspondences are sporadic and not robust.","While there are scattered phonological similarities in initial and medial syllable shapes (like 'sa:k' vs 'sa'ís', or 'la:k' vs 'laetse'), and both bags show a tendency for CV(C)C forms and some overlap in common syllables and finals, these matches are inconsistent and usually appear only once or twice. There is no systematic or widespread pattern of recurring, tightly matching forms across both bags, making hypothetical cognacy on phonological shape alone unconvincing but not impossible.",31,80,0
078,wind,1,none noted,"Bag A overwhelmingly features forms with a CVm or CVm(V) structure, many starting with l-, ð-, j-, or similar approximants, and an -m coda. Bag B lacks this pattern almost entirely, instead exhibiting a wide variety of phonological shapes and consonant/vowel combinations, with frequent final vowels and much longer forms. No clear recurring shape or correspondence is widespread in both bags.",29,80,0
079,laugh,1,none noted,"The segmental shapes in bag_a and bag_b differ substantially. Bag_a is dominated by forms with diphthongs, high front/back rounded vowels, and numerous syllabic nuclei of the shape VCV, whereas bag_b contains predominantly polysyllabic forms with nasals, more complex clusters, and few phonetically transparent similarities. No recurring consonant-vowel skeletons or widespread parallel shapes are observed across the two bags.",32,80,0
080,wing,3,"Both bags show recurrent initial p-, pa-, or pi- shapes, and frequent occurrence of k, t, and v/f-initial forms; some forms in both also have CVC or CViC structures, and reduplication appears in both sets.","There are repeated pV(C) shapes in both bags (e.g., 'pa', 'pik', 'pak', 'pan', 'pali'), and frequent occurrence of medial k/t and labial or velar consonants. Vowel patterns show some overlap, and both bags also exhibit reduplicated and longer forms combining these elements, which raises the possibility of shared origins in segmental structure. However, differences in some segmental details and the wide overall variation lower the score below a strong match.",21,80,0
