comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
059,walk,2,"Some partial overlaps in CV-skeletons like 'paːi/pai/pei/fai/fei' vs. 'buka/boka/bikas/bukás', and minor presence of similar CVCV or CVCVC structures; limited recurring shape resemblance across bags.","A few form pairs share similar syllable patterns, particularly CV(C)V structures with labial and velar onsets and the open final vowels, such as 'pai', 'pei', 'pa:i', etc., aligning loosely with forms like 'buka', 'boka', and 'bikas'. However, these are common patterns and not highly diagnostic; the majority of items across both bags do not exhibit widespread or systematic shape similarity. The few broad resemblances are not frequent or precise enough to suggest promising hypothetical cognacy based on shape alone.",33,80,1,open
060,knowsomething,1,none noted,"There are no clear recurring consonant-vowel skeletons or segmental patterns that appear in both bags. Bag A is dominated by short forms with syllables like 'kau', 'hu', or 'ru', while Bag B contains mostly longer forms, frequently with 'kan', 'an', 'na' clusters, and lacks clear parallelism in stem shapes. No promising evidence for hypothetical cognacy is visible based on phonological shape alone.",24,80,1,when
061,ash,3,"Numerous forms in both bags share frequent CV(C)V and CVCVC combinations with labial and velar onsets (e.g., 'puk', 'vuk', 'wuk', 'b̂uk', 'buqas', 'abug', 'kappuʔ', 'popunoʔ', 'pokau'). Other patterns include repeated CVuC or CVV sequences, clusters with labial and velar stops, and reduplication.","Bag A shows clusters of forms featuring 'puk/vuk/wuk/fuk' and frequent tau/taw forms, while bag B has several items with similar CVC shapes (e.g., 'b̂uk', 'abug', 'wabu', 'kapul', 'pokau') and some vowel-rich reduplication. Although these are not exceptional matches, the recurrence of CV(C)V and CVCVC with labial/velar onsets across many forms in both bags is moderately promising for hypothetical cognacy on the basis of segmental shape alone.",33,80,1,dust
062,rainprecipitation,2,"Isolated similarity in presence of 'fan/fən/fun' in bag_a and 'fani/vali/βali' in bag_b, but vowel and consonant correspondence patterns are inconsistent. Some overlap in nasal-final monosyllables (e.g., 'min', 'ɲã', 'nan', 'nam', 'laŋ'), but not systematic or widespread.","There are a few superficial similarities, such as 'fun', 'fen', 'fən', and endings like '-n' or '-m', but the vast majority of items in both bags do not show recurring, systematic segmental shape similarities. Most forms in bag_b are polysyllabic and have structures unlike the frequent (C)Vn shapes in bag_a. There is no robust pattern of consistent correspondences or root shapes across the dataset.",37,80,1,wind
063,rope,1,none noted,"Bag A contains many forms centering on 'la:k', 'lam', and 'cak/tɕak', showing widespread internal similarity, while Bag B exhibits a wide range of forms with many in 'ba', 'fa', 'wa', 'βa' shapes, but lacks any recurring CV(C)k shapes matching Bag A. No clear or recurring consonant-vowel skeletons are shared across both bags, making hypothetical cognacy on shape alone very unlikely.",31,80,1,new
064,wind,2,"Some overlap in CVm and CVn structures (e.g., 'lum', 'lom', 'lam', etc. vs. occasional 'tam', 'lamu', 'ləmulon'), but most widespread recurring forms in each bag are quite distinct. Bag_b commonly features CVCV, VCVCV, and forms centered on 'taw', 'tau', 'tao', which are absent from bag_a.","While both bags contain nasal codas and some similar-looking sequences such as 'lam', 'lum', and 'lom' in bag_a and 'lamu', 'ləmulon' in bag_b, these are relatively isolated and not widely repeated. The most dominant clusters in each set ('lum/lom' vs. 'taw/tau/tao') are not shared, reducing the likelihood of shape-based cognacy between the bags.",29,80,1,person
065,laugh,2,"Some similarity in VC and VCV skeletons (e.g., sequences with 'u', 'a', 'o', and occasional occurrences of 'w' or labial onset plus vocalic nucleus), but no robust shared consonant-vowel pattern recurring widely in both bags.","Bag A is dominated by forms with medial glides or vowels ('iu', 'ou', 'ua', etc.), while Bag B prominently features 'wa', 'lo', 'lu', and sequences with nasals, stops, and some 'waC' or 'vaC' patterns. The only loose similarity is the recurring labial/glide plus vowel transitions, but they are not systematic or widespread across both lists. No consistent skeleton or cluster appears pervasive enough in both bags for promising hypothetical cognacy.",32,80,1,eight
066,wing,2,"Marginal presence of labial-initial and labial-velar forms (e.g., 'pa-/pi-/fu-' in bag_a, 'bi-/bu-/pa-/pu-' in bag_b), some 'pik', 'pik', 'bii', 'bit' patterns but not robust or regular, and generally weak recurrence of full word-shapes across bags.","Bag_a contains several forms with initial labial stops and high vowels (e.g., 'pi:k', 'pik', 'pa.'), which superficially evokes some forms in bag_b such as 'bitvah', 'bicvaq', 'biiwaʔ', and others beginning with 'bi-', 'bu-', or 'pa-'. However, this similarity is weak, since the correspondences are only partial and there is little recurrence of entire stem shapes or heavy shared skeletons across the two bags. Overall, the majority of forms in both bags do not align, and any promising correspondences are isolated and not systematic in wider distribution.",21,80,1,thunder
067,thick,2,"Very limited overlap; some forms in bag_a have 'na', 'n.aː', or 'na:' structures, but these do not seem to recur in bag_b. Bag_b forms are much longer and morphologically complex.","The forms in bag_a are overwhelmingly characterized by short VN or NVN shapes, notably 'na', 'n.aː', 'na:', 'nuŋ', repeated with high regularity, while bag_b forms are much longer, often polysyllabic, and do not show clear, repeated correspondences to the consonant-vowel skeletons of bag_a. Only a few isolated bag_b forms (e.g. 'mə-nounou', 'mouri', 'məudis') are even remotely reminiscent in their use of nasals and vowels, but do not point to a pattern. Widespread shared shapes are not evidenced.",9,80,1,bealive
068,three,1,none noted,"Bag A is dominated by forms with the structure s-/h-/θ-/ɬ-/ʃ-/f-/t-/sam/saːm/haːm/taːm and similar shapes (CVːm or CVm), with consistent -am or -aːm endings. Bag B shows a wide variety of forms with no clear recurring CVm or CVːm shape, and the dominant patterns (e.g., -dal, -ran, -lan, -al, etc.) do not resemble the handful of Bag A patterns. There is no recurrent structure or consonant-vowel skeleton in Bag B that matches the repeated forms in Bag A.",20,80,1,rainprecipitation
069,four,1,none noted,"The word-forms in bag_a are dominated by s-/θ-/ɬ- and i/e/u-initial syllable structures with many monosyllabic or simple CVCV/VCV items, while bag_b contains much longer and polysyllabic forms, often with clusters, glottal stops and more intricate consonant structures. No recurring CV or consonant+vowel skeletons are robustly shared between the sets. Isolated superficial similarities (e.g. lau, pau; s-segments) do not rise above coincidental resemblance.",15,80,1,far
070,vomit,1,none noted,"Bag A shows concentration of short mono- or disyllabic shapes with final -k, -kV, or -kC sequences (e.g., 'uək', 'uak', 'uak', 'uak', etc.), as well as heavy use of initial and medial 'j', 'ʔ', 'ɹ', 'ð', and front-round vowels. In Bag B, forms are generally longer, commonly with medial -ŋ-, syllable clusters, and frequent polysyllabic structures, particularly involving -ŋu-, -ŋuy, -ŋoy. There is no convincing recurring segmental skeleton or phonotactic pattern shared across multiple forms in both bags to suggest promising hypothetical cognacy.",36,80,1,swim
071,left,2,"Some overlap in CV and VCV shapes with initial s-/su-, pa-/pu-, ma-, and medial -i-/-u- are present, but complex forms and finals are divergent and precise recurring patterns are weak.","There are partial surface similarities such as frequent s-, p-, and m- onsets and the presence of forms like 'siupe', 'siup-', and various 'sa:i', 'suei', etc. in bag_a. However, most forms otherwise display divergent coda patterns, syllable structures, and internal segments, with no robust, repeated shared skeleton recurring across both sets.",33,80,1,blowofwind
072,wet,1,none noted,"There are no clear, recurrent segmental patterns present across both bags. While some forms in both bags share general CV or CVC structures, and there are a few superficial similar sequences like 'mak', 'mai', or final -m/-k, these are isolated and not systematic. The overall phonological shapes between the two sets are highly distinct, with no widespread or repeated resemblance suggestive of hypothetical cognacy.",33,80,1,wet
073,daynotnight,2,"Weak similarity: both bags have some CVCV and CVCVC forms, and some ba/pa or ka/ga initial syllables, but there is no clear, widely recurring segmental pattern or skeleton across both sets. Most forms are quite distinct and roots in bag_a often have nasal finals and VN patterns, while bag_b is much more diverse in syllable structure and segment inventory.","Only the most basic syllable structures (e.g., CVCV, CVCVC) and frequent CV-initials (ka-, pa-) show occasional overlap, but there is no consistent correspondence or shape, nor any widespread structural or segmental resemblance. Recurring patterns in one bag (like -an, -wan, -van, -ŋan in bag_a) are not paralleled or frequent in bag_b. Overall, the forms look quite distinct, with only accidental resemblance at best.",39,80,1,climb
074,right,1,none noted,"No systematic recurring segmental shapes or consonant/vowel skeletons are observed across both bags. Initial clusters such as 'kw-', 'khw-', 'pa-', and syllable count patterns frequently seen in bag_a have no clear correspondent in the forms in bag_b. Apparent shape similarities, such as 'wa' or 'pa', appear to occur only coincidentally and not in matching environments or repeated contexts, so chance resemblance is more likely than hypothetical cognacy.",20,80,1,fasten
075,sky,2,"Both bags feature some mVn/mVŋ and ka-/kam-/kani-/kanu- type forms, but these do not recur systematically or extensively across both sets. Bag A has many forms with bən/pən/mun, whereas Bag B shows more mu, mi, kamu, kani, kayu, but without systematic correspondences to Bag A.","While there are a few superficial similarities—such as some nasal-initial and vowel-nasal sequences (mVn/mVŋ vs. mV in Bag B) and a handful of kVn/kam/kamV forms—these are not widespread or systematic in both bags, and the most frequent shapes in Bag A (bən/pən) are not present in Bag B. The overlap is limited, with no clear or recurring pattern linking numerous items across both sets.",37,80,1,you
